Municipios;Sexo;Periodo;Total
46152 Llocnou de la Corona;Total;2018;118
46152 Llocnou de la Corona;Total;2017;116
46152 Llocnou de la Corona;Total;2016;137
46153 Llocnou de Sant Jeroni;Total;2025;594
46153 Llocnou de Sant Jeroni;Total;2024;586
46153 Llocnou de Sant Jeroni;Total;2023;567
46153 Llocnou de Sant Jeroni;Total;2022;577
46153 Llocnou de Sant Jeroni;Total;2021;557
46153 Llocnou de Sant Jeroni;Total;2020;554
46153 Llocnou de Sant Jeroni;Total;2019;546
46153 Llocnou de Sant Jeroni;Total;2018;542
46153 Llocnou de Sant Jeroni;Total;2017;544
46153 Llocnou de Sant Jeroni;Total;2016;543
46151 Llocnou d'En Fenollet;Total;2025;944
46151 Llocnou d'En Fenollet;Total;2024;924
46151 Llocnou d'En Fenollet;Total;2023;908
46151 Llocnou d'En Fenollet;Total;2022;924
46151 Llocnou d'En Fenollet;Total;2021;912
46151 Llocnou d'En Fenollet;Total;2020;916
46151 Llocnou d'En Fenollet;Total;2019;916
46151 Llocnou d'En Fenollet;Total;2018;893
46151 Llocnou d'En Fenollet;Total;2017;887
46151 Llocnou d'En Fenollet;Total;2016;907
46156 Llombai;Total;2025;2.791
46156 Llombai;Total;2024;2.767
46156 Llombai;Total;2023;2.687
46156 Llombai;Total;2022;2.648
46156 Llombai;Total;2021;2.651
46156 Llombai;Total;2020;2.653
46156 Llombai;Total;2019;2.685
46156 Llombai;Total;2018;2.686
46156 Llombai;Total;2017;2.702
46156 Llombai;Total;2016;2.753
46157 Llosa de Ranes, la;Total;2025;3.765
46157 Llosa de Ranes, la;Total;2024;3.736
46157 Llosa de Ranes, la;Total;2023;3.681
46157 Llosa de Ranes, la;Total;2022;3.652
46157 Llosa de Ranes, la;Total;2021;3.687
46157 Llosa de Ranes, la;Total;2020;3.642
46157 Llosa de Ranes, la;Total;2019;3.575
46157 Llosa de Ranes, la;Total;2018;3.585
46157 Llosa de Ranes, la;Total;2017;3.599
46157 Llosa de Ranes, la;Total;2016;3.511
46150 Llutxent;Total;2025;2.314
46150 Llutxent;Total;2024;2.335
46150 Llutxent;Total;2023;2.324
46150 Llutxent;Total;2022;2.318
46150 Llutxent;Total;2021;2.315
46150 Llutxent;Total;2020;2.326
46150 Llutxent;Total;2019;2.345
46150 Llutxent;Total;2018;2.373
46150 Llutxent;Total;2017;2.367
46150 Llutxent;Total;2016;2.402
46148 Loriguilla;Total;2025;2.188
46148 Loriguilla;Total;2024;2.186
46148 Loriguilla;Total;2023;2.171
46148 Loriguilla;Total;2022;2.100
46148 Loriguilla;Total;2021;2.027
46148 Loriguilla;Total;2020;2.035
46148 Loriguilla;Total;2019;2.025
46148 Loriguilla;Total;2018;1.984
46148 Loriguilla;Total;2017;1.985
46148 Loriguilla;Total;2016;1.998
46149 Losa del Obispo;Total;2025;531
46149 Losa del Obispo;Total;2024;523
46149 Losa del Obispo;Total;2023;520
46149 Losa del Obispo;Total;2022;527
46149 Losa del Obispo;Total;2021;531
46149 Losa del Obispo;Total;2020;505
46149 Losa del Obispo;Total;2019;507
46149 Losa del Obispo;Total;2018;504
46149 Losa del Obispo;Total;2017;510
46149 Losa del Obispo;Total;2016;514
46158 Macastre;Total;2025;1.461
46158 Macastre;Total;2024;1.475
46158 Macastre;Total;2023;1.437
46158 Macastre;Total;2022;1.387
46158 Macastre;Total;2021;1.338
46158 Macastre;Total;2020;1.300
46158 Macastre;Total;2019;1.283
46158 Macastre;Total;2018;1.240
46158 Macastre;Total;2017;1.236
46158 Macastre;Total;2016;1.237
46159 Manises;Total;2025;32.609
46159 Manises;Total;2024;32.273
46159 Manises;Total;2023;31.573
46159 Manises;Total;2022;31.170
46159 Manises;Total;2021;31.287
46159 Manises;Total;2020;31.240
46159 Manises;Total;2019;30.919
46159 Manises;Total;2018;30.693
46159 Manises;Total;2017;30.630
46159 Manises;Total;2016;30.704
46160 Manuel;Total;2025;2.560
46160 Manuel;Total;2024;2.524
46160 Manuel;Total;2023;2.500
46160 Manuel;Total;2022;2.496
46160 Manuel;Total;2021;2.452
46160 Manuel;Total;2020;2.436
46160 Manuel;Total;2019;2.428
46160 Manuel;Total;2018;2.439
46160 Manuel;Total;2017;2.448
46160 Manuel;Total;2016;2.459
46161 Marines;Total;2025;1.967
46161 Marines;Total;2024;1.921
46161 Marines;Total;2023;1.955
46161 Marines;Total;2022;1.942
46161 Marines;Total;2021;1.894
46161 Marines;Total;2020;1.848
46161 Marines;Total;2019;1.828
46161 Marines;Total;2018;1.828
46161 Marines;Total;2017;1.858
46161 Marines;Total;2016;1.869
46162 Massalavés;Total;2025;1.905
46162 Massalavés;Total;2024;1.811
46162 Massalavés;Total;2023;1.739
46162 Massalavés;Total;2022;1.696
46162 Massalavés;Total;2021;1.632
46162 Massalavés;Total;2020;1.610
46162 Massalavés;Total;2019;1.596
46162 Massalavés;Total;2018;1.575
46162 Massalavés;Total;2017;1.596
46162 Massalavés;Total;2016;1.571
46163 Massalfassar;Total;2025;2.716
46163 Massalfassar;Total;2024;2.653
46163 Massalfassar;Total;2023;2.609
46163 Massalfassar;Total;2022;2.587
46163 Massalfassar;Total;2021;2.574
46163 Massalfassar;Total;2020;2.555
46163 Massalfassar;Total;2019;2.469
46163 Massalfassar;Total;2018;2.480
46163 Massalfassar;Total;2017;2.462
46163 Massalfassar;Total;2016;2.472
46164 Massamagrell;Total;2025;17.566
46164 Massamagrell;Total;2024;17.216
46164 Massamagrell;Total;2023;16.766
46164 Massamagrell;Total;2022;16.223
46164 Massamagrell;Total;2021;16.132
46164 Massamagrell;Total;2020;16.163
46164 Massamagrell;Total;2019;15.952
46164 Massamagrell;Total;2018;15.752
46164 Massamagrell;Total;2017;15.553
46164 Massamagrell;Total;2016;15.574
46165 Massanassa;Total;2025;10.607
46165 Massanassa;Total;2024;10.345
46165 Massanassa;Total;2023;10.146
46165 Massanassa;Total;2022;9.929
46165 Massanassa;Total;2021;9.845
46165 Massanassa;Total;2020;9.782
46165 Massanassa;Total;2019;9.667
46165 Massanassa;Total;2018;9.538
46165 Massanassa;Total;2017;9.375
46165 Massanassa;Total;2016;9.341
46166 Meliana;Total;2025;11.055
46166 Meliana;Total;2024;10.990
46166 Meliana;Total;2023;10.918
46166 Meliana;Total;2022;10.881
46166 Meliana;Total;2021;10.926
46166 Meliana;Total;2020;10.970
46166 Meliana;Total;2019;10.822
46166 Meliana;Total;2018;10.662
46166 Meliana;Total;2017;10.678
46166 Meliana;Total;2016;10.619
46167 Millares;Total;2025;321
46167 Millares;Total;2024;329
46167 Millares;Total;2023;330
46167 Millares;Total;2022;339
46167 Millares;Total;2021;341
46167 Millares;Total;2020;331
46167 Millares;Total;2019;345
46167 Millares;Total;2018;346
46167 Millares;Total;2017;349
46167 Millares;Total;2016;369
46168 Miramar;Total;2025;3.143
46168 Miramar;Total;2024;3.020
46168 Miramar;Total;2023;2.978
46168 Miramar;Total;2022;2.831
46168 Miramar;Total;2021;2.740
46168 Miramar;Total;2020;2.685
46168 Miramar;Total;2019;2.634
46168 Miramar;Total;2018;2.599
46168 Miramar;Total;2017;2.608
46168 Miramar;Total;2016;2.609
46169 Mislata;Total;2025;47.079
46169 Mislata;Total;2024;46.153
46169 Mislata;Total;2023;45.644
46169 Mislata;Total;2022;44.282
46169 Mislata;Total;2021;44.320
46169 Mislata;Total;2020;44.320
46169 Mislata;Total;2019;43.691
46169 Mislata;Total;2018;43.278
46169 Mislata;Total;2017;43.042
46169 Mislata;Total;2016;42.988
46170 Moixent/Mogente;Total;2025;4.401
46170 Moixent/Mogente;Total;2024;4.373
46170 Moixent/Mogente;Total;2023;4.383
46170 Moixent/Mogente;Total;2022;4.365
46170 Moixent/Mogente;Total;2021;4.326
46170 Moixent/Mogente;Total;2020;4.307
46170 Moixent/Mogente;Total;2019;4.302
46170 Moixent/Mogente;Total;2018;4.318
46170 Moixent/Mogente;Total;2017;4.371
46170 Moixent/Mogente;Total;2016;4.378
46173 Montaverner;Total;2025;1.624
46173 Montaverner;Total;2024;1.626
46173 Montaverner;Total;2023;1.617
46173 Montaverner;Total;2022;1.627
46173 Montaverner;Total;2021;1.630
46173 Montaverner;Total;2020;1.635
46173 Montaverner;Total;2019;1.630
46173 Montaverner;Total;2018;1.631
46173 Montaverner;Total;2017;1.666
46173 Montaverner;Total;2016;1.691
46171 Montcada/Moncada;Total;2025;22.213
46171 Montcada/Moncada;Total;2024;21.993
46171 Montcada/Moncada;Total;2023;22.067
46171 Montcada/Moncada;Total;2022;21.913
46171 Montcada/Moncada;Total;2021;21.875
46171 Montcada/Moncada;Total;2020;22.021
46171 Montcada/Moncada;Total;2019;21.935
46171 Montcada/Moncada;Total;2018;21.802
46171 Montcada/Moncada;Total;2017;21.623
46171 Montcada/Moncada;Total;2016;21.700
46174 Montesa;Total;2025;1.128
46174 Montesa;Total;2024;1.134
46174 Montesa;Total;2023;1.132
46174 Montesa;Total;2022;1.152
46174 Montesa;Total;2021;1.149
46174 Montesa;Total;2020;1.155
46174 Montesa;Total;2019;1.164
46174 Montesa;Total;2018;1.180
46174 Montesa;Total;2017;1.204
46174 Montesa;Total;2016;1.227
46175 Montitxelvo/Montichelvo;Total;2025;556
46175 Montitxelvo/Montichelvo;Total;2024;577
46175 Montitxelvo/Montichelvo;Total;2023;558
46175 Montitxelvo/Montichelvo;Total;2022;571
46175 Montitxelvo/Montichelvo;Total;2021;588
46175 Montitxelvo/Montichelvo;Total;2020;585
46175 Montitxelvo/Montichelvo;Total;2019;584
46175 Montitxelvo/Montichelvo;Total;2018;605
46175 Montitxelvo/Montichelvo;Total;2017;614
46175 Montitxelvo/Montichelvo;Total;2016;644
46176 Montroi/Montroy;Total;2025;3.792
46176 Montroi/Montroy;Total;2024;3.477
46176 Montroi/Montroy;Total;2023;3.295
46176 Montroi/Montroy;Total;2022;3.185
46176 Montroi/Montroy;Total;2021;3.069
46176 Montroi/Montroy;Total;2020;2.956
46176 Montroi/Montroy;Total;2019;2.867
46176 Montroi/Montroy;Total;2018;2.822
46176 Montroi/Montroy;Total;2017;2.865
46176 Montroi/Montroy;Total;2016;2.907
46172 Montserrat;Total;2025;10.062
46172 Montserrat;Total;2024;9.656
46172 Montserrat;Total;2023;9.312
46172 Montserrat;Total;2022;9.017
46172 Montserrat;Total;2021;8.655
46172 Montserrat;Total;2020;8.188
46172 Montserrat;Total;2019;7.878
46172 Montserrat;Total;2018;7.583
46172 Montserrat;Total;2017;7.419
46172 Montserrat;Total;2016;7.295
46177 Museros;Total;2025;6.871
46177 Museros;Total;2024;6.739
46177 Museros;Total;2023;6.741
46177 Museros;Total;2022;6.663
46177 Museros;Total;2021;6.618
46177 Museros;Total;2020;6.596
46177 Museros;Total;2019;6.458
46177 Museros;Total;2018;6.291
46177 Museros;Total;2017;6.164
46177 Museros;Total;2016;6.252
46178 Nàquera/Náquera;Total;2025;8.556
46178 Nàquera/Náquera;Total;2024;8.308
46178 Nàquera/Náquera;Total;2023;8.102
46178 Nàquera/Náquera;Total;2022;7.728
46178 Nàquera/Náquera;Total;2021;7.301
46178 Nàquera/Náquera;Total;2020;6.897
46178 Nàquera/Náquera;Total;2019;6.577
46178 Nàquera/Náquera;Total;2018;6.205
46178 Nàquera/Náquera;Total;2017;6.058
46178 Nàquera/Náquera;Total;2016;6.087
46179 Navarrés;Total;2025;3.027
46179 Navarrés;Total;2024;3.055
46179 Navarrés;Total;2023;3.061
46179 Navarrés;Total;2022;2.989
46179 Navarrés;Total;2021;3.004
46179 Navarrés;Total;2020;3.004
46179 Navarrés;Total;2019;2.968
46179 Navarrés;Total;2018;2.975
46179 Navarrés;Total;2017;3.031
46179 Navarrés;Total;2016;3.056
46180 Novetlè;Total;2025;872
46180 Novetlè;Total;2024;849
46180 Novetlè;Total;2023;856
46180 Novetlè;Total;2022;861
46180 Novetlè;Total;2021;853
46180 Novetlè;Total;2020;857
46180 Novetlè;Total;2019;837
46180 Novetlè;Total;2018;838
46180 Novetlè;Total;2017;858
46180 Novetlè;Total;2016;854
46181 Oliva;Total;2025;26.813
46181 Oliva;Total;2024;26.122
46181 Oliva;Total;2023;25.558
46181 Oliva;Total;2022;25.179
46181 Oliva;Total;2021;25.119
46181 Oliva;Total;2020;25.224
46181 Oliva;Total;2019;25.101
46181 Oliva;Total;2018;25.199
46181 Oliva;Total;2017;25.488
46181 Oliva;Total;2016;25.789
46183 Olleria, l';Total;2025;8.818
46183 Olleria, l';Total;2024;8.648
46183 Olleria, l';Total;2023;8.421
46183 Olleria, l';Total;2022;8.355
46183 Olleria, l';Total;2021;8.404
46183 Olleria, l';Total;2020;8.320
46183 Olleria, l';Total;2019;8.281
46183 Olleria, l';Total;2018;8.225
46183 Olleria, l';Total;2017;8.261
46183 Olleria, l';Total;2016;8.311
46182 Olocau;Total;2025;2.534
46182 Olocau;Total;2024;2.425
46182 Olocau;Total;2023;2.303
46182 Olocau;Total;2022;2.148
46182 Olocau;Total;2021;2.028
46182 Olocau;Total;2020;1.828
46182 Olocau;Total;2019;1.771
46182 Olocau;Total;2018;1.766
46182 Olocau;Total;2017;1.750
46182 Olocau;Total;2016;1.685
46184 Ontinyent;Total;2025;37.012
46184 Ontinyent;Total;2024;36.430
46184 Ontinyent;Total;2023;36.194
46184 Ontinyent;Total;2022;35.946
46184 Ontinyent;Total;2021;35.946
46184 Ontinyent;Total;2020;35.761
46184 Ontinyent;Total;2019;35.347
46184 Ontinyent;Total;2018;35.395
46184 Ontinyent;Total;2017;35.342
46184 Ontinyent;Total;2016;35.534
46185 Otos;Total;2025;442
46185 Otos;Total;2024;440
46185 Otos;Total;2023;436
46185 Otos;Total;2022;428
46185 Otos;Total;2021;428
46185 Otos;Total;2020;422
46185 Otos;Total;2019;434
46185 Otos;Total;2018;446
46185 Otos;Total;2017;450
46185 Otos;Total;2016;448
46186 Paiporta;Total;2025;28.136
46186 Paiporta;Total;2024;27.748
46186 Paiporta;Total;2023;27.184
46186 Paiporta;Total;2022;26.567
46186 Paiporta;Total;2021;26.401
46186 Paiporta;Total;2020;26.514
46186 Paiporta;Total;2019;26.088
46186 Paiporta;Total;2018;25.309
46186 Paiporta;Total;2017;25.241
46186 Paiporta;Total;2016;25.084
46187 Palma de Gandía;Total;2025;1.897
46187 Palma de Gandía;Total;2024;1.816
46187 Palma de Gandía;Total;2023;1.735
46187 Palma de Gandía;Total;2022;1.686
46187 Palma de Gandía;Total;2021;1.660
46187 Palma de Gandía;Total;2020;1.709
46187 Palma de Gandía;Total;2019;1.631
46187 Palma de Gandía;Total;2018;1.543
46187 Palma de Gandía;Total;2017;1.511
46187 Palma de Gandía;Total;2016;1.561
46188 Palmera;Total;2025;1.038
46188 Palmera;Total;2024;1.028
46188 Palmera;Total;2023;1.043
46188 Palmera;Total;2022;1.040
46188 Palmera;Total;2021;1.024
46188 Palmera;Total;2020;1.018
46188 Palmera;Total;2019;1.024
46188 Palmera;Total;2018;1.047
46188 Palmera;Total;2017;1.024
46188 Palmera;Total;2016;1.011
46189 Palomar, el;Total;2025;593
46189 Palomar, el;Total;2024;598
46189 Palomar, el;Total;2023;574
46189 Palomar, el;Total;2022;566
46189 Palomar, el;Total;2021;562
46189 Palomar, el;Total;2020;567
46189 Palomar, el;Total;2019;590
46189 Palomar, el;Total;2018;576
46189 Palomar, el;Total;2017;579
46189 Palomar, el;Total;2016;581
46190 Paterna;Total;2025;76.019
46190 Paterna;Total;2024;74.822
46190 Paterna;Total;2023;73.488
46190 Paterna;Total;2022;71.880
46190 Paterna;Total;2021;71.361
46190 Paterna;Total;2020;71.035
46190 Paterna;Total;2019;70.195
46190 Paterna;Total;2018;69.156
46190 Paterna;Total;2017;68.547
46190 Paterna;Total;2016;67.854
46191 Pedralba;Total;2025;3.225
46191 Pedralba;Total;2024;3.124
46191 Pedralba;Total;2023;3.048
46191 Pedralba;Total;2022;2.966
46191 Pedralba;Total;2021;2.852
46191 Pedralba;Total;2020;2.814
46191 Pedralba;Total;2019;2.778
46191 Pedralba;Total;2018;2.777
46191 Pedralba;Total;2017;2.785
46191 Pedralba;Total;2016;2.813
46192 Petrés;Total;2025;1.124
46192 Petrés;Total;2024;1.142
46192 Petrés;Total;2023;1.096
46192 Petrés;Total;2022;1.057
46192 Petrés;Total;2021;1.012
46192 Petrés;Total;2020;999
46192 Petrés;Total;2019;997
46192 Petrés;Total;2018;969
46192 Petrés;Total;2017;968
46192 Petrés;Total;2016;959
46193 Picanya;Total;2025;11.901
46193 Picanya;Total;2024;11.876
46193 Picanya;Total;2023;11.760
46193 Picanya;Total;2022;11.665
46193 Picanya;Total;2021;11.692
46193 Picanya;Total;2020;11.606
46193 Picanya;Total;2019;11.513
46193 Picanya;Total;2018;11.409
46193 Picanya;Total;2017;11.278
46193 Picanya;Total;2016;11.281
46194 Picassent;Total;2025;23.202
46194 Picassent;Total;2024;22.695
46194 Picassent;Total;2023;22.236
46194 Picassent;Total;2022;21.761
46194 Picassent;Total;2021;21.487
46194 Picassent;Total;2020;21.263
46194 Picassent;Total;2019;20.942
46194 Picassent;Total;2018;20.709
46194 Picassent;Total;2017;20.658
46194 Picassent;Total;2016;20.498
46195 Piles;Total;2025;3.151
46195 Piles;Total;2024;3.195
46195 Piles;Total;2023;3.031
46195 Piles;Total;2022;2.882
46195 Piles;Total;2021;2.742
46195 Piles;Total;2020;2.740
46195 Piles;Total;2019;2.685
46195 Piles;Total;2018;2.688
46195 Piles;Total;2017;2.712
46195 Piles;Total;2016;2.757
46196 Pinet;Total;2025;156
46196 Pinet;Total;2024;148
46196 Pinet;Total;2023;155
46196 Pinet;Total;2022;155
46196 Pinet;Total;2021;161
46196 Pinet;Total;2020;157
46196 Pinet;Total;2019;157
46196 Pinet;Total;2018;156
46196 Pinet;Total;2017;159
46196 Pinet;Total;2016;163
46199 Pobla de Farnals, la;Total;2025;9.255
46199 Pobla de Farnals, la;Total;2024;9.076
46199 Pobla de Farnals, la;Total;2023;8.699
46199 Pobla de Farnals, la;Total;2022;8.368
46199 Pobla de Farnals, la;Total;2021;8.205
46199 Pobla de Farnals, la;Total;2020;8.128
46199 Pobla de Farnals, la;Total;2019;7.978
46199 Pobla de Farnals, la;Total;2018;7.840
46199 Pobla de Farnals, la;Total;2017;7.747
46199 Pobla de Farnals, la;Total;2016;7.698
46202 Pobla de Vallbona, la;Total;2025;27.471
46202 Pobla de Vallbona, la;Total;2024;27.056
46202 Pobla de Vallbona, la;Total;2023;26.435
46202 Pobla de Vallbona, la;Total;2022;25.625
46202 Pobla de Vallbona, la;Total;2021;25.275
46202 Pobla de Vallbona, la;Total;2020;24.858
46202 Pobla de Vallbona, la;Total;2019;24.433
46202 Pobla de Vallbona, la;Total;2018;24.068
46202 Pobla de Vallbona, la;Total;2017;23.684
46202 Pobla de Vallbona, la;Total;2016;23.403
46200 Pobla del Duc, la;Total;2025;2.451
46200 Pobla del Duc, la;Total;2024;2.449
46200 Pobla del Duc, la;Total;2023;2.438
46200 Pobla del Duc, la;Total;2022;2.447
46200 Pobla del Duc, la;Total;2021;2.483
46200 Pobla del Duc, la;Total;2020;2.515
46200 Pobla del Duc, la;Total;2019;2.543
46200 Pobla del Duc, la;Total;2018;2.537
46200 Pobla del Duc, la;Total;2017;2.589
46200 Pobla del Duc, la;Total;2016;2.564
46203 Pobla Llarga, la;Total;2025;4.665
46203 Pobla Llarga, la;Total;2024;4.569
46203 Pobla Llarga, la;Total;2023;4.529
46203 Pobla Llarga, la;Total;2022;4.443
46203 Pobla Llarga, la;Total;2021;4.440
46203 Pobla Llarga, la;Total;2020;4.452
46203 Pobla Llarga, la;Total;2019;4.452
46203 Pobla Llarga, la;Total;2018;4.482
46203 Pobla Llarga, la;Total;2017;4.493
46203 Pobla Llarga, la;Total;2016;4.546
46197 Polinyà de Xúquer;Total;2025;2.577
46197 Polinyà de Xúquer;Total;2024;2.551
46197 Polinyà de Xúquer;Total;2023;2.550
46197 Polinyà de Xúquer;Total;2022;2.493
46197 Polinyà de Xúquer;Total;2021;2.495
46197 Polinyà de Xúquer;Total;2020;2.503
46197 Polinyà de Xúquer;Total;2019;2.472
46197 Polinyà de Xúquer;Total;2018;2.459
46197 Polinyà de Xúquer;Total;2017;2.484
46197 Polinyà de Xúquer;Total;2016;2.464
46198 Potries;Total;2025;1.135
46198 Potries;Total;2024;1.104
46198 Potries;Total;2023;1.080
46198 Potries;Total;2022;1.075
46198 Potries;Total;2021;1.065
46198 Potries;Total;2020;1.060
46198 Potries;Total;2019;1.046
46198 Potries;Total;2018;1.014
46198 Potries;Total;2017;1.013
46198 Potries;Total;2016;1.017
46205 Puçol;Total;2025;21.659
46205 Puçol;Total;2024;21.298
46205 Puçol;Total;2023;20.731
46205 Puçol;Total;2022;20.191
46205 Puçol;Total;2021;19.975
46205 Puçol;Total;2020;19.737
46205 Puçol;Total;2019;19.495
46205 Puçol;Total;2018;19.455
46205 Puçol;Total;2017;19.531
46205 Puçol;Total;2016;19.438
46201 Puebla de San Miguel;Total;2025;53
46201 Puebla de San Miguel;Total;2024;51
46201 Puebla de San Miguel;Total;2023;53
46201 Puebla de San Miguel;Total;2022;59
46201 Puebla de San Miguel;Total;2021;60
46201 Puebla de San Miguel;Total;2020;61
46201 Puebla de San Miguel;Total;2019;62
46201 Puebla de San Miguel;Total;2018;61
46201 Puebla de San Miguel;Total;2017;62
46201 Puebla de San Miguel;Total;2016;64
46204 Puig de Santa Maria, el;Total;2025;9.490
46204 Puig de Santa Maria, el;Total;2024;9.367
46204 Puig de Santa Maria, el;Total;2023;8.992
46204 Puig de Santa Maria, el;Total;2022;8.792
46204 Puig de Santa Maria, el;Total;2021;8.737
46204 Puig de Santa Maria, el;Total;2020;8.718
46204 Puig de Santa Maria, el;Total;2019;8.630
46204 Puig de Santa Maria, el;Total;2018;8.566
46204 Puig de Santa Maria, el;Total;2017;8.618
46204 Puig de Santa Maria, el;Total;2016;8.735
46101 Quart de les Valls;Total;2025;1.029
46101 Quart de les Valls;Total;2024;1.040
46101 Quart de les Valls;Total;2023;1.050
46101 Quart de les Valls;Total;2022;1.049
46101 Quart de les Valls;Total;2021;1.050
46101 Quart de les Valls;Total;2020;1.024
46101 Quart de les Valls;Total;2019;988
46101 Quart de les Valls;Total;2018;992
46101 Quart de les Valls;Total;2017;1.042
46101 Quart de les Valls;Total;2016;1.039
46102 Quart de Poblet;Total;2025;26.967
46102 Quart de Poblet;Total;2024;26.304
46102 Quart de Poblet;Total;2023;25.590
46102 Quart de Poblet;Total;2022;25.167
46102 Quart de Poblet;Total;2021;25.035
46102 Quart de Poblet;Total;2020;25.062
46102 Quart de Poblet;Total;2019;24.760
46102 Quart de Poblet;Total;2018;24.536
46102 Quart de Poblet;Total;2017;24.491
46102 Quart de Poblet;Total;2016;24.776
46103 Quartell;Total;2025;1.810
46103 Quartell;Total;2024;1.657
46103 Quartell;Total;2023;1.672
46103 Quartell;Total;2022;1.683
46103 Quartell;Total;2021;1.640
46103 Quartell;Total;2020;1.655
46103 Quartell;Total;2019;1.636
46103 Quartell;Total;2018;1.561
46103 Quartell;Total;2017;1.539
46103 Quartell;Total;2016;1.538
46104 Quatretonda;Total;2025;2.174
46104 Quatretonda;Total;2024;2.206
46104 Quatretonda;Total;2023;2.190
46104 Quatretonda;Total;2022;2.143
46104 Quatretonda;Total;2021;2.146
46104 Quatretonda;Total;2020;2.202
46104 Quatretonda;Total;2019;2.212
46104 Quatretonda;Total;2018;2.239
46104 Quatretonda;Total;2017;2.278
46104 Quatretonda;Total;2016;2.338
46206 Quesa;Total;2025;691
46206 Quesa;Total;2024;675
46206 Quesa;Total;2023;661
46206 Quesa;Total;2022;647
46206 Quesa;Total;2021;669
46206 Quesa;Total;2020;663
46206 Quesa;Total;2019;670
46206 Quesa;Total;2018;662
46206 Quesa;Total;2017;673
46206 Quesa;Total;2016;680
46207 Rafelbunyol;Total;2025;9.974
46207 Rafelbunyol;Total;2024;9.710
46207 Rafelbunyol;Total;2023;9.467
46207 Rafelbunyol;Total;2022;9.381
46207 Rafelbunyol;Total;2021;9.351
46207 Rafelbunyol;Total;2020;9.149
46207 Rafelbunyol;Total;2019;8.941
46207 Rafelbunyol;Total;2018;8.929
46207 Rafelbunyol;Total;2017;8.870
46207 Rafelbunyol;Total;2016;8.907
46208 Rafelcofer;Total;2025;1.409
46208 Rafelcofer;Total;2024;1.374
46208 Rafelcofer;Total;2023;1.372
46208 Rafelcofer;Total;2022;1.386
46208 Rafelcofer;Total;2021;1.365
46208 Rafelcofer;Total;2020;1.355
46208 Rafelcofer;Total;2019;1.345
46208 Rafelcofer;Total;2018;1.358
46208 Rafelcofer;Total;2017;1.375
46208 Rafelcofer;Total;2016;1.374
46209 Rafelguaraf;Total;2025;2.395
46209 Rafelguaraf;Total;2024;2.350
46209 Rafelguaraf;Total;2023;2.351
46209 Rafelguaraf;Total;2022;2.360
46209 Rafelguaraf;Total;2021;2.358
46209 Rafelguaraf;Total;2020;2.355
46209 Rafelguaraf;Total;2019;2.335
46209 Rafelguaraf;Total;2018;2.370
46209 Rafelguaraf;Total;2017;2.394
46209 Rafelguaraf;Total;2016;2.403
46210 Ráfol de Salem;Total;2025;463
46210 Ráfol de Salem;Total;2024;464
46210 Ráfol de Salem;Total;2023;467
46210 Ráfol de Salem;Total;2022;443
46210 Ráfol de Salem;Total;2021;449
46210 Ráfol de Salem;Total;2020;442
46210 Ráfol de Salem;Total;2019;462
46210 Ráfol de Salem;Total;2018;440
46210 Ráfol de Salem;Total;2017;425
46210 Ráfol de Salem;Total;2016;423
46212 Real;Total;2025;2.497
46212 Real;Total;2024;2.435
46212 Real;Total;2023;2.410
46212 Real;Total;2022;2.287
46212 Real;Total;2021;2.250
46212 Real;Total;2020;2.207
46212 Real;Total;2019;2.154
46212 Real;Total;2018;2.152
46212 Real;Total;2017;2.184
46212 Real;Total;2016;2.263
46211 Real de Gandia, el;Total;2025;2.722
46211 Real de Gandia, el;Total;2024;2.670
46211 Real de Gandia, el;Total;2023;2.649
46211 Real de Gandia, el;Total;2022;2.574
46211 Real de Gandia, el;Total;2021;2.551
46211 Real de Gandia, el;Total;2020;2.531
46211 Real de Gandia, el;Total;2019;2.461
46211 Real de Gandia, el;Total;2018;2.395
46211 Real de Gandia, el;Total;2017;2.363
46211 Real de Gandia, el;Total;2016;2.286
46213 Requena;Total;2025;20.982
46213 Requena;Total;2024;20.740
46213 Requena;Total;2023;20.387
46213 Requena;Total;2022;20.058
46213 Requena;Total;2021;20.235
46213 Requena;Total;2020;20.405
46213 Requena;Total;2019;20.254
46213 Requena;Total;2018;20.227
46213 Requena;Total;2017;20.320
46213 Requena;Total;2016;20.510
46214 Riba-roja de Túria;Total;2025;24.616
46214 Riba-roja de Túria;Total;2024;24.230
46214 Riba-roja de Túria;Total;2023;23.555
46214 Riba-roja de Túria;Total;2022;23.050
46214 Riba-roja de Túria;Total;2021;22.799
46214 Riba-roja de Túria;Total;2020;22.761
46214 Riba-roja de Túria;Total;2019;22.264
46214 Riba-roja de Túria;Total;2018;21.992
46214 Riba-roja de Túria;Total;2017;21.626
46214 Riba-roja de Túria;Total;2016;21.521
46215 Riola;Total;2025;1.820
46215 Riola;Total;2024;1.770
46215 Riola;Total;2023;1.780
46215 Riola;Total;2022;1.793
46215 Riola;Total;2021;1.780
46215 Riola;Total;2020;1.790
46215 Riola;Total;2019;1.759
46215 Riola;Total;2018;1.734
46215 Riola;Total;2017;1.785
46215 Riola;Total;2016;1.832
46216 Rocafort;Total;2025;7.751
46216 Rocafort;Total;2024;7.753
46216 Rocafort;Total;2023;7.570
46216 Rocafort;Total;2022;7.603
46216 Rocafort;Total;2021;7.445
46216 Rocafort;Total;2020;7.314
46216 Rocafort;Total;2019;7.240
