Municipios;Sexo;Periodo;Total
08067 Centelles;Total;2016;7.410
08268 Cercs;Total;2025;1.236
08268 Cercs;Total;2024;1.193
08268 Cercs;Total;2023;1.196
08268 Cercs;Total;2022;1.169
08268 Cercs;Total;2021;1.190
08268 Cercs;Total;2020;1.150
08268 Cercs;Total;2019;1.145
08268 Cercs;Total;2018;1.152
08268 Cercs;Total;2017;1.166
08268 Cercs;Total;2016;1.183
08266 Cerdanyola del Vallès;Total;2025;58.528
08266 Cerdanyola del Vallès;Total;2024;58.100
08266 Cerdanyola del Vallès;Total;2023;57.879
08266 Cerdanyola del Vallès;Total;2022;57.291
08266 Cerdanyola del Vallès;Total;2021;57.217
08266 Cerdanyola del Vallès;Total;2020;57.855
08266 Cerdanyola del Vallès;Total;2019;57.403
08266 Cerdanyola del Vallès;Total;2018;57.740
08266 Cerdanyola del Vallès;Total;2017;57.723
08266 Cerdanyola del Vallès;Total;2016;57.543
08068 Cervelló;Total;2025;9.743
08068 Cervelló;Total;2024;9.647
08068 Cervelló;Total;2023;9.469
08068 Cervelló;Total;2022;9.307
08068 Cervelló;Total;2021;9.233
08068 Cervelló;Total;2020;9.077
08068 Cervelló;Total;2019;9.054
08068 Cervelló;Total;2018;8.970
08068 Cervelló;Total;2017;8.909
08068 Cervelló;Total;2016;8.861
08069 Collbató;Total;2025;4.828
08069 Collbató;Total;2024;4.849
08069 Collbató;Total;2023;4.828
08069 Collbató;Total;2022;4.726
08069 Collbató;Total;2021;4.655
08069 Collbató;Total;2020;4.544
08069 Collbató;Total;2019;4.466
08069 Collbató;Total;2018;4.458
08069 Collbató;Total;2017;4.394
08069 Collbató;Total;2016;4.396
08070 Collsuspina;Total;2025;391
08070 Collsuspina;Total;2024;389
08070 Collsuspina;Total;2023;387
08070 Collsuspina;Total;2022;398
08070 Collsuspina;Total;2021;387
08070 Collsuspina;Total;2020;359
08070 Collsuspina;Total;2019;342
08070 Collsuspina;Total;2018;339
08070 Collsuspina;Total;2017;338
08070 Collsuspina;Total;2016;349
08071 Copons;Total;2025;352
08071 Copons;Total;2024;351
08071 Copons;Total;2023;340
08071 Copons;Total;2022;333
08071 Copons;Total;2021;322
08071 Copons;Total;2020;321
08071 Copons;Total;2019;310
08071 Copons;Total;2018;306
08071 Copons;Total;2017;316
08071 Copons;Total;2016;300
08072 Corbera de Llobregat;Total;2025;16.010
08072 Corbera de Llobregat;Total;2024;15.726
08072 Corbera de Llobregat;Total;2023;15.466
08072 Corbera de Llobregat;Total;2022;15.210
08072 Corbera de Llobregat;Total;2021;15.017
08072 Corbera de Llobregat;Total;2020;14.882
08072 Corbera de Llobregat;Total;2019;14.822
08072 Corbera de Llobregat;Total;2018;14.643
08072 Corbera de Llobregat;Total;2017;14.439
08072 Corbera de Llobregat;Total;2016;14.168
08073 Cornellà de Llobregat;Total;2025;92.237
08073 Cornellà de Llobregat;Total;2024;91.589
08073 Cornellà de Llobregat;Total;2023;90.303
08073 Cornellà de Llobregat;Total;2022;89.039
08073 Cornellà de Llobregat;Total;2021;89.300
08073 Cornellà de Llobregat;Total;2020;89.936
08073 Cornellà de Llobregat;Total;2019;88.592
08073 Cornellà de Llobregat;Total;2018;87.173
08073 Cornellà de Llobregat;Total;2017;86.610
08073 Cornellà de Llobregat;Total;2016;86.072
08074 Cubelles;Total;2025;17.673
08074 Cubelles;Total;2024;17.243
08074 Cubelles;Total;2023;16.914
08074 Cubelles;Total;2022;16.386
08074 Cubelles;Total;2021;16.051
08074 Cubelles;Total;2020;15.770
08074 Cubelles;Total;2019;15.329
08074 Cubelles;Total;2018;14.992
08074 Cubelles;Total;2017;14.715
08074 Cubelles;Total;2016;14.608
08075 Dosrius;Total;2025;6.287
08075 Dosrius;Total;2024;6.142
08075 Dosrius;Total;2023;5.910
08075 Dosrius;Total;2022;5.710
08075 Dosrius;Total;2021;5.685
08075 Dosrius;Total;2020;5.652
08075 Dosrius;Total;2019;5.481
08075 Dosrius;Total;2018;5.281
08075 Dosrius;Total;2017;5.198
08075 Dosrius;Total;2016;5.154
08076 Esparreguera;Total;2025;22.665
08076 Esparreguera;Total;2024;22.550
08076 Esparreguera;Total;2023;22.442
08076 Esparreguera;Total;2022;22.365
08076 Esparreguera;Total;2021;22.358
08076 Esparreguera;Total;2020;22.302
08076 Esparreguera;Total;2019;22.251
08076 Esparreguera;Total;2018;22.045
08076 Esparreguera;Total;2017;21.889
08076 Esparreguera;Total;2016;21.766
08077 Esplugues de Llobregat;Total;2025;48.221
08077 Esplugues de Llobregat;Total;2024;47.613
08077 Esplugues de Llobregat;Total;2023;46.921
08077 Esplugues de Llobregat;Total;2022;46.414
08077 Esplugues de Llobregat;Total;2021;46.777
08077 Esplugues de Llobregat;Total;2020;47.150
08077 Esplugues de Llobregat;Total;2019;46.680
08077 Esplugues de Llobregat;Total;2018;46.355
08077 Esplugues de Llobregat;Total;2017;45.890
08077 Esplugues de Llobregat;Total;2016;45.733
08078 Espunyola, L';Total;2025;260
08078 Espunyola, L';Total;2024;262
08078 Espunyola, L';Total;2023;266
08078 Espunyola, L';Total;2022;265
08078 Espunyola, L';Total;2021;258
08078 Espunyola, L';Total;2020;242
08078 Espunyola, L';Total;2019;254
08078 Espunyola, L';Total;2018;258
08078 Espunyola, L';Total;2017;240
08078 Espunyola, L';Total;2016;247
08254 Esquirol, L';Total;2025;2.301
08254 Esquirol, L';Total;2024;2.277
08254 Esquirol, L';Total;2023;2.263
08254 Esquirol, L';Total;2022;2.245
08254 Esquirol, L';Total;2021;2.198
08254 Esquirol, L';Total;2020;2.186
08254 Esquirol, L';Total;2019;2.181
08254 Esquirol, L';Total;2018;2.141
08254 Esquirol, L';Total;2017;2.161
08254 Esquirol, L';Total;2016;2.168
08079 Estany, L';Total;2025;390
08079 Estany, L';Total;2024;401
08079 Estany, L';Total;2023;405
08079 Estany, L';Total;2022;391
08079 Estany, L';Total;2021;408
08079 Estany, L';Total;2020;408
08079 Estany, L';Total;2019;406
08079 Estany, L';Total;2018;393
08079 Estany, L';Total;2017;405
08079 Estany, L';Total;2016;404
08134 Figaró-Montmany;Total;2025;1.195
08134 Figaró-Montmany;Total;2024;1.188
08134 Figaró-Montmany;Total;2023;1.158
08134 Figaró-Montmany;Total;2022;1.108
08134 Figaró-Montmany;Total;2021;1.127
08134 Figaró-Montmany;Total;2020;1.142
08134 Figaró-Montmany;Total;2019;1.114
08134 Figaró-Montmany;Total;2018;1.109
08134 Figaró-Montmany;Total;2017;1.077
08134 Figaró-Montmany;Total;2016;1.092
08080 Fígols;Total;2025;40
08080 Fígols;Total;2024;41
08080 Fígols;Total;2023;47
08080 Fígols;Total;2022;45
08080 Fígols;Total;2021;46
08080 Fígols;Total;2020;43
08080 Fígols;Total;2019;42
08080 Fígols;Total;2018;42
08080 Fígols;Total;2017;42
08080 Fígols;Total;2016;40
08082 Fogars de la Selva;Total;2025;1.704
08082 Fogars de la Selva;Total;2024;1.680
08082 Fogars de la Selva;Total;2023;1.632
08082 Fogars de la Selva;Total;2022;1.564
08082 Fogars de la Selva;Total;2021;1.540
08082 Fogars de la Selva;Total;2020;1.469
08082 Fogars de la Selva;Total;2019;1.451
08082 Fogars de la Selva;Total;2018;1.467
08082 Fogars de la Selva;Total;2017;1.448
08082 Fogars de la Selva;Total;2016;1.452
08081 Fogars de Montclús;Total;2025;494
08081 Fogars de Montclús;Total;2024;502
08081 Fogars de Montclús;Total;2023;482
08081 Fogars de Montclús;Total;2022;493
08081 Fogars de Montclús;Total;2021;467
08081 Fogars de Montclús;Total;2020;475
08081 Fogars de Montclús;Total;2019;470
08081 Fogars de Montclús;Total;2018;466
08081 Fogars de Montclús;Total;2017;458
08081 Fogars de Montclús;Total;2016;462
08083 Folgueroles;Total;2025;2.262
08083 Folgueroles;Total;2024;2.263
08083 Folgueroles;Total;2023;2.268
08083 Folgueroles;Total;2022;2.254
08083 Folgueroles;Total;2021;2.269
08083 Folgueroles;Total;2020;2.265
08083 Folgueroles;Total;2019;2.267
08083 Folgueroles;Total;2018;2.276
08083 Folgueroles;Total;2017;2.298
08083 Folgueroles;Total;2016;2.298
08084 Fonollosa;Total;2025;1.570
08084 Fonollosa;Total;2024;1.585
08084 Fonollosa;Total;2023;1.558
08084 Fonollosa;Total;2022;1.546
08084 Fonollosa;Total;2021;1.495
08084 Fonollosa;Total;2020;1.459
08084 Fonollosa;Total;2019;1.453
08084 Fonollosa;Total;2018;1.439
08084 Fonollosa;Total;2017;1.412
08084 Fonollosa;Total;2016;1.401
08085 Font-rubí;Total;2025;1.441
08085 Font-rubí;Total;2024;1.446
08085 Font-rubí;Total;2023;1.456
08085 Font-rubí;Total;2022;1.446
08085 Font-rubí;Total;2021;1.440
08085 Font-rubí;Total;2020;1.414
08085 Font-rubí;Total;2019;1.327
08085 Font-rubí;Total;2018;1.354
08085 Font-rubí;Total;2017;1.358
08085 Font-rubí;Total;2016;1.363
08086 Franqueses del Vallès, Les;Total;2025;20.881
08086 Franqueses del Vallès, Les;Total;2024;20.715
08086 Franqueses del Vallès, Les;Total;2023;20.522
08086 Franqueses del Vallès, Les;Total;2022;20.322
08086 Franqueses del Vallès, Les;Total;2021;20.351
08086 Franqueses del Vallès, Les;Total;2020;20.364
08086 Franqueses del Vallès, Les;Total;2019;20.092
08086 Franqueses del Vallès, Les;Total;2018;19.768
08086 Franqueses del Vallès, Les;Total;2017;19.584
08086 Franqueses del Vallès, Les;Total;2016;19.417
08090 Gaià;Total;2025;172
08090 Gaià;Total;2024;178
08090 Gaià;Total;2023;177
08090 Gaià;Total;2022;179
08090 Gaià;Total;2021;189
08090 Gaià;Total;2020;183
08090 Gaià;Total;2019;175
08090 Gaià;Total;2018;167
08090 Gaià;Total;2017;162
08090 Gaià;Total;2016;160
08087 Gallifa;Total;2025;171
08087 Gallifa;Total;2024;172
08087 Gallifa;Total;2023;183
08087 Gallifa;Total;2022;186
08087 Gallifa;Total;2021;183
08087 Gallifa;Total;2020;167
08087 Gallifa;Total;2019;172
08087 Gallifa;Total;2018;169
08087 Gallifa;Total;2017;180
08087 Gallifa;Total;2016;187
08088 Garriga, La;Total;2025;17.426
08088 Garriga, La;Total;2024;17.305
08088 Garriga, La;Total;2023;17.052
08088 Garriga, La;Total;2022;16.788
08088 Garriga, La;Total;2021;16.733
08088 Garriga, La;Total;2020;16.668
08088 Garriga, La;Total;2019;16.514
08088 Garriga, La;Total;2018;16.227
08088 Garriga, La;Total;2017;15.984
08088 Garriga, La;Total;2016;15.912
08089 Gavà;Total;2025;48.243
08089 Gavà;Total;2024;48.007
08089 Gavà;Total;2023;47.593
08089 Gavà;Total;2022;46.974
08089 Gavà;Total;2021;46.931
08089 Gavà;Total;2020;47.057
08089 Gavà;Total;2019;46.771
08089 Gavà;Total;2018;46.705
08089 Gavà;Total;2017;46.538
08089 Gavà;Total;2016;46.266
08091 Gelida;Total;2025;8.198
08091 Gelida;Total;2024;8.098
08091 Gelida;Total;2023;7.953
08091 Gelida;Total;2022;7.814
08091 Gelida;Total;2021;7.723
08091 Gelida;Total;2020;7.670
08091 Gelida;Total;2019;7.533
08091 Gelida;Total;2018;7.371
08091 Gelida;Total;2017;7.299
08091 Gelida;Total;2016;7.238
08092 Gironella;Total;2025;5.083
08092 Gironella;Total;2024;5.055
08092 Gironella;Total;2023;4.980
08092 Gironella;Total;2022;4.940
08092 Gironella;Total;2021;4.916
08092 Gironella;Total;2020;4.946
08092 Gironella;Total;2019;4.826
08092 Gironella;Total;2018;4.834
08092 Gironella;Total;2017;4.808
08092 Gironella;Total;2016;4.829
08093 Gisclareny;Total;2025;28
08093 Gisclareny;Total;2024;30
08093 Gisclareny;Total;2023;27
08093 Gisclareny;Total;2022;28
08093 Gisclareny;Total;2021;27
08093 Gisclareny;Total;2020;26
08093 Gisclareny;Total;2019;25
08093 Gisclareny;Total;2018;26
08093 Gisclareny;Total;2017;27
08093 Gisclareny;Total;2016;29
08094 Granada, La;Total;2025;2.287
08094 Granada, La;Total;2024;2.263
08094 Granada, La;Total;2023;2.218
08094 Granada, La;Total;2022;2.207
08094 Granada, La;Total;2021;2.207
08094 Granada, La;Total;2020;2.208
08094 Granada, La;Total;2019;2.157
08094 Granada, La;Total;2018;2.130
08094 Granada, La;Total;2017;2.112
08094 Granada, La;Total;2016;2.091
08095 Granera;Total;2025;84
08095 Granera;Total;2024;84
08095 Granera;Total;2023;93
08095 Granera;Total;2022;80
08095 Granera;Total;2021;85
08095 Granera;Total;2020;77
08095 Granera;Total;2019;69
08095 Granera;Total;2018;80
08095 Granera;Total;2017;78
08095 Granera;Total;2016;79
08096 Granollers;Total;2025;65.341
08096 Granollers;Total;2024;64.181
08096 Granollers;Total;2023;63.092
08096 Granollers;Total;2022;61.983
08096 Granollers;Total;2021;62.475
08096 Granollers;Total;2020;62.419
08096 Granollers;Total;2019;61.275
08096 Granollers;Total;2018;60.981
08096 Granollers;Total;2017;60.695
08096 Granollers;Total;2016;60.174
08097 Gualba;Total;2025;1.766
08097 Gualba;Total;2024;1.738
08097 Gualba;Total;2023;1.661
08097 Gualba;Total;2022;1.610
08097 Gualba;Total;2021;1.585
08097 Gualba;Total;2020;1.548
08097 Gualba;Total;2019;1.500
08097 Gualba;Total;2018;1.481
08097 Gualba;Total;2017;1.423
08097 Gualba;Total;2016;1.426
08099 Guardiola de Berguedà;Total;2025;964
08099 Guardiola de Berguedà;Total;2024;953
08099 Guardiola de Berguedà;Total;2023;939
08099 Guardiola de Berguedà;Total;2022;918
08099 Guardiola de Berguedà;Total;2021;929
08099 Guardiola de Berguedà;Total;2020;941
08099 Guardiola de Berguedà;Total;2019;908
08099 Guardiola de Berguedà;Total;2018;887
08099 Guardiola de Berguedà;Total;2017;904
08099 Guardiola de Berguedà;Total;2016;897
08100 Gurb;Total;2025;2.741
08100 Gurb;Total;2024;2.712
08100 Gurb;Total;2023;2.697
08100 Gurb;Total;2022;2.702
08100 Gurb;Total;2021;2.705
08100 Gurb;Total;2020;2.713
08100 Gurb;Total;2019;2.681
08100 Gurb;Total;2018;2.654
08100 Gurb;Total;2017;2.616
08100 Gurb;Total;2016;2.559
08101 Hospitalet de Llobregat, L';Total;2025;289.510
08101 Hospitalet de Llobregat, L';Total;2024;279.993
08101 Hospitalet de Llobregat, L';Total;2023;274.455
08101 Hospitalet de Llobregat, L';Total;2022;265.444
08101 Hospitalet de Llobregat, L';Total;2021;264.657
08101 Hospitalet de Llobregat, L';Total;2020;269.382
08101 Hospitalet de Llobregat, L';Total;2019;264.923
08101 Hospitalet de Llobregat, L';Total;2018;261.068
08101 Hospitalet de Llobregat, L';Total;2017;257.349
08101 Hospitalet de Llobregat, L';Total;2016;254.804
08162 Hostalets de Pierola, Els;Total;2025;3.258
08162 Hostalets de Pierola, Els;Total;2024;3.231
08162 Hostalets de Pierola, Els;Total;2023;3.188
08162 Hostalets de Pierola, Els;Total;2022;3.127
08162 Hostalets de Pierola, Els;Total;2021;3.064
08162 Hostalets de Pierola, Els;Total;2020;2.980
08162 Hostalets de Pierola, Els;Total;2019;2.973
08162 Hostalets de Pierola, Els;Total;2018;2.930
08162 Hostalets de Pierola, Els;Total;2017;2.901
08162 Hostalets de Pierola, Els;Total;2016;2.891
08102 Igualada;Total;2025;42.085
08102 Igualada;Total;2024;41.466
08102 Igualada;Total;2023;41.164
08102 Igualada;Total;2022;40.767
08102 Igualada;Total;2021;40.875
08102 Igualada;Total;2020;40.742
08102 Igualada;Total;2019;39.967
08102 Igualada;Total;2018;39.540
08102 Igualada;Total;2017;39.316
08102 Igualada;Total;2016;38.987
08103 Jorba;Total;2025;850
08103 Jorba;Total;2024;827
08103 Jorba;Total;2023;828
08103 Jorba;Total;2022;806
08103 Jorba;Total;2021;825
08103 Jorba;Total;2020;833
08103 Jorba;Total;2019;835
08103 Jorba;Total;2018;841
08103 Jorba;Total;2017;823
08103 Jorba;Total;2016;831
08104 Llacuna, La;Total;2025;959
08104 Llacuna, La;Total;2024;982
08104 Llacuna, La;Total;2023;952
08104 Llacuna, La;Total;2022;942
08104 Llacuna, La;Total;2021;917
08104 Llacuna, La;Total;2020;903
08104 Llacuna, La;Total;2019;870
08104 Llacuna, La;Total;2018;863
08104 Llacuna, La;Total;2017;863
08104 Llacuna, La;Total;2016;872
08105 Llagosta, La;Total;2025;13.280
08105 Llagosta, La;Total;2024;13.085
08105 Llagosta, La;Total;2023;13.169
08105 Llagosta, La;Total;2022;13.155
08105 Llagosta, La;Total;2021;13.259
08105 Llagosta, La;Total;2020;13.587
08105 Llagosta, La;Total;2019;13.480
08105 Llagosta, La;Total;2018;13.367
08105 Llagosta, La;Total;2017;13.343
08105 Llagosta, La;Total;2016;13.247
08107 Lliçà d'Amunt;Total;2025;16.540
08107 Lliçà d'Amunt;Total;2024;16.253
08107 Lliçà d'Amunt;Total;2023;16.092
08107 Lliçà d'Amunt;Total;2022;15.801
08107 Lliçà d'Amunt;Total;2021;15.673
08107 Lliçà d'Amunt;Total;2020;15.469
08107 Lliçà d'Amunt;Total;2019;15.256
08107 Lliçà d'Amunt;Total;2018;15.111
08107 Lliçà d'Amunt;Total;2017;14.933
08107 Lliçà d'Amunt;Total;2016;14.759
08108 Lliçà de Vall;Total;2025;6.903
08108 Lliçà de Vall;Total;2024;6.861
08108 Lliçà de Vall;Total;2023;6.714
08108 Lliçà de Vall;Total;2022;6.760
08108 Lliçà de Vall;Total;2021;6.580
08108 Lliçà de Vall;Total;2020;6.497
08108 Lliçà de Vall;Total;2019;6.542
08108 Lliçà de Vall;Total;2018;6.480
08108 Lliçà de Vall;Total;2017;6.386
08108 Lliçà de Vall;Total;2016;6.370
08106 Llinars del Vallès;Total;2025;10.956
08106 Llinars del Vallès;Total;2024;10.740
08106 Llinars del Vallès;Total;2023;10.499
08106 Llinars del Vallès;Total;2022;10.205
08106 Llinars del Vallès;Total;2021;10.116
08106 Llinars del Vallès;Total;2020;10.018
08106 Llinars del Vallès;Total;2019;9.938
08106 Llinars del Vallès;Total;2018;9.838
08106 Llinars del Vallès;Total;2017;9.749
08106 Llinars del Vallès;Total;2016;9.717
08109 Lluçà;Total;2025;281
08109 Lluçà;Total;2024;288
08109 Lluçà;Total;2023;292
08109 Lluçà;Total;2022;279
08109 Lluçà;Total;2021;271
08109 Lluçà;Total;2020;276
08109 Lluçà;Total;2019;273
08109 Lluçà;Total;2018;276
08109 Lluçà;Total;2017;279
08109 Lluçà;Total;2016;280
08110 Malgrat de Mar;Total;2025;19.714
08110 Malgrat de Mar;Total;2024;19.377
08110 Malgrat de Mar;Total;2023;19.213
08110 Malgrat de Mar;Total;2022;19.093
08110 Malgrat de Mar;Total;2021;18.950
08110 Malgrat de Mar;Total;2020;18.772
08110 Malgrat de Mar;Total;2019;18.579
08110 Malgrat de Mar;Total;2018;18.439
08110 Malgrat de Mar;Total;2017;18.345
08110 Malgrat de Mar;Total;2016;18.295
08111 Malla;Total;2025;285
08111 Malla;Total;2024;272
08111 Malla;Total;2023;266
08111 Malla;Total;2022;272
08111 Malla;Total;2021;276
08111 Malla;Total;2020;272
08111 Malla;Total;2019;273
08111 Malla;Total;2018;271
08111 Malla;Total;2017;264
08111 Malla;Total;2016;267
08112 Manlleu;Total;2025;21.425
08112 Manlleu;Total;2024;21.348
08112 Manlleu;Total;2023;21.172
08112 Manlleu;Total;2022;20.883
08112 Manlleu;Total;2021;20.804
08112 Manlleu;Total;2020;20.912
08112 Manlleu;Total;2019;20.573
08112 Manlleu;Total;2018;20.194
08112 Manlleu;Total;2017;20.007
08112 Manlleu;Total;2016;20.104
08113 Manresa;Total;2025;80.974
08113 Manresa;Total;2024;80.201
08113 Manresa;Total;2023;78.877
08113 Manresa;Total;2022;77.452
08113 Manresa;Total;2021;78.192
08113 Manresa;Total;2020;78.245
08113 Manresa;Total;2019;77.714
08113 Manresa;Total;2018;76.250
08113 Manresa;Total;2017;75.152
08113 Manresa;Total;2016;74.752
08242 Marganell;Total;2025;309
08242 Marganell;Total;2024;308
08242 Marganell;Total;2023;293
08242 Marganell;Total;2022;282
08242 Marganell;Total;2021;271
08242 Marganell;Total;2020;266
08242 Marganell;Total;2019;266
08242 Marganell;Total;2018;258
08242 Marganell;Total;2017;254
08242 Marganell;Total;2016;277
08114 Martorell;Total;2025;29.175
08114 Martorell;Total;2024;28.507
08114 Martorell;Total;2023;28.760
08114 Martorell;Total;2022;28.684
08114 Martorell;Total;2021;28.667
08114 Martorell;Total;2020;28.772
08114 Martorell;Total;2019;28.189
08114 Martorell;Total;2018;27.850
08114 Martorell;Total;2017;27.681
08114 Martorell;Total;2016;27.645
08115 Martorelles;Total;2025;4.992
08115 Martorelles;Total;2024;4.987
08115 Martorelles;Total;2023;4.904
08115 Martorelles;Total;2022;4.859
08115 Martorelles;Total;2021;4.823
08115 Martorelles;Total;2020;4.820
08115 Martorelles;Total;2019;4.801
08115 Martorelles;Total;2018;4.794
08115 Martorelles;Total;2017;4.742
08115 Martorelles;Total;2016;4.725
08116 Masies de Roda, Les;Total;2025;758
08116 Masies de Roda, Les;Total;2024;750
08116 Masies de Roda, Les;Total;2023;751
08116 Masies de Roda, Les;Total;2022;733
08116 Masies de Roda, Les;Total;2021;704
08116 Masies de Roda, Les;Total;2020;719
08116 Masies de Roda, Les;Total;2019;700
08116 Masies de Roda, Les;Total;2018;704
08116 Masies de Roda, Les;Total;2017;714
08116 Masies de Roda, Les;Total;2016;714
08117 Masies de Voltregà, Les;Total;2025;3.345
08117 Masies de Voltregà, Les;Total;2024;3.292
08117 Masies de Voltregà, Les;Total;2023;3.222
08117 Masies de Voltregà, Les;Total;2022;3.133
08117 Masies de Voltregà, Les;Total;2021;3.178
08117 Masies de Voltregà, Les;Total;2020;3.132
08117 Masies de Voltregà, Les;Total;2019;3.141
08117 Masies de Voltregà, Les;Total;2018;3.124
08117 Masies de Voltregà, Les;Total;2017;3.140
08117 Masies de Voltregà, Les;Total;2016;3.170
08118 Masnou, El;Total;2025;24.761
08118 Masnou, El;Total;2024;24.479
08118 Masnou, El;Total;2023;24.181
08118 Masnou, El;Total;2022;23.829
08118 Masnou, El;Total;2021;23.848
08118 Masnou, El;Total;2020;23.831
08118 Masnou, El;Total;2019;23.515
08118 Masnou, El;Total;2018;23.340
08118 Masnou, El;Total;2017;23.288
08118 Masnou, El;Total;2016;23.119
08119 Masquefa;Total;2025;10.120
08119 Masquefa;Total;2024;10.038
08119 Masquefa;Total;2023;9.839
08119 Masquefa;Total;2022;9.744
08119 Masquefa;Total;2021;9.623
08119 Masquefa;Total;2020;9.402
08119 Masquefa;Total;2019;9.211
08119 Masquefa;Total;2018;8.641
08119 Masquefa;Total;2017;8.514
08119 Masquefa;Total;2016;8.386
08120 Matadepera;Total;2025;9.776
08120 Matadepera;Total;2024;9.815
08120 Matadepera;Total;2023;9.899
08120 Matadepera;Total;2022;9.752
08120 Matadepera;Total;2021;9.672
08120 Matadepera;Total;2020;9.496
08120 Matadepera;Total;2019;9.326
08120 Matadepera;Total;2018;9.291
08120 Matadepera;Total;2017;9.186
08120 Matadepera;Total;2016;8.984
08121 Mataró;Total;2025;131.683
08121 Mataró;Total;2024;131.798
08121 Mataró;Total;2023;129.870
08121 Mataró;Total;2022;128.956
08121 Mataró;Total;2021;129.120
08121 Mataró;Total;2020;129.661
08121 Mataró;Total;2019;128.265
08121 Mataró;Total;2018;126.988
08121 Mataró;Total;2017;126.127
08121 Mataró;Total;2016;125.517
08122 Mediona;Total;2025;2.658
08122 Mediona;Total;2024;2.637
08122 Mediona;Total;2023;2.628
08122 Mediona;Total;2022;2.517
08122 Mediona;Total;2021;2.419
08122 Mediona;Total;2020;2.369
08122 Mediona;Total;2019;2.322
08122 Mediona;Total;2018;2.331
08122 Mediona;Total;2017;2.251
08122 Mediona;Total;2016;2.282
08138 Moià;Total;2025;6.828
08138 Moià;Total;2024;6.738
08138 Moià;Total;2023;6.690
08138 Moià;Total;2022;6.548
08138 Moià;Total;2021;6.474
08138 Moià;Total;2020;6.383
08138 Moià;Total;2019;6.267
08138 Moià;Total;2018;6.190
08138 Moià;Total;2017;6.065
08138 Moià;Total;2016;5.957
08123 Molins de Rei;Total;2025;27.300
08123 Molins de Rei;Total;2024;26.948
08123 Molins de Rei;Total;2023;26.555
08123 Molins de Rei;Total;2022;26.242
08123 Molins de Rei;Total;2021;26.104
08123 Molins de Rei;Total;2020;25.940
08123 Molins de Rei;Total;2019;25.868
08123 Molins de Rei;Total;2018;25.687
08123 Molins de Rei;Total;2017;25.492
08123 Molins de Rei;Total;2016;25.359
08124 Mollet del Vallès;Total;2025;52.990
08124 Mollet del Vallès;Total;2024;52.283
08124 Mollet del Vallès;Total;2023;51.824
08124 Mollet del Vallès;Total;2022;51.294
08124 Mollet del Vallès;Total;2021;51.151
08124 Mollet del Vallès;Total;2020;51.600
08124 Mollet del Vallès;Total;2019;51.318
08124 Mollet del Vallès;Total;2018;51.133
08124 Mollet del Vallès;Total;2017;51.128
08124 Mollet del Vallès;Total;2016;51.491
08128 Monistrol de Calders;Total;2025;764
08128 Monistrol de Calders;Total;2024;761
08128 Monistrol de Calders;Total;2023;751
08128 Monistrol de Calders;Total;2022;742
08128 Monistrol de Calders;Total;2021;716
08128 Monistrol de Calders;Total;2020;702
08128 Monistrol de Calders;Total;2019;682
08128 Monistrol de Calders;Total;2018;677
08128 Monistrol de Calders;Total;2017;677
08128 Monistrol de Calders;Total;2016;699
08127 Monistrol de Montserrat;Total;2025;3.250
08127 Monistrol de Montserrat;Total;2024;3.198
08127 Monistrol de Montserrat;Total;2023;3.179
08127 Monistrol de Montserrat;Total;2022;3.166
08127 Monistrol de Montserrat;Total;2021;3.178
08127 Monistrol de Montserrat;Total;2020;3.139
08127 Monistrol de Montserrat;Total;2019;3.034
08127 Monistrol de Montserrat;Total;2018;2.955
08127 Monistrol de Montserrat;Total;2017;2.935
08127 Monistrol de Montserrat;Total;2016;2.867
08125 Montcada i Reixac;Total;2025;37.460
08125 Montcada i Reixac;Total;2024;37.153
08125 Montcada i Reixac;Total;2023;36.891
08125 Montcada i Reixac;Total;2022;36.666
08125 Montcada i Reixac;Total;2021;36.794
08125 Montcada i Reixac;Total;2020;36.803
08125 Montcada i Reixac;Total;2019;36.239
08125 Montcada i Reixac;Total;2018;35.599
08125 Montcada i Reixac;Total;2017;35.063
08125 Montcada i Reixac;Total;2016;34.802
08130 Montclar;Total;2025;132
08130 Montclar;Total;2024;132
08130 Montclar;Total;2023;129
08130 Montclar;Total;2022;136
08130 Montclar;Total;2021;136
08130 Montclar;Total;2020;139
08130 Montclar;Total;2019;136
08130 Montclar;Total;2018;129
08130 Montclar;Total;2017;121
08130 Montclar;Total;2016;119
08131 Montesquiu;Total;2025;1.131
08131 Montesquiu;Total;2024;1.099
08131 Montesquiu;Total;2023;1.110
08131 Montesquiu;Total;2022;1.059
08131 Montesquiu;Total;2021;1.048
08131 Montesquiu;Total;2020;1.030
08131 Montesquiu;Total;2019;998
08131 Montesquiu;Total;2018;968
08131 Montesquiu;Total;2017;960
08131 Montesquiu;Total;2016;931
08126 Montgat;Total;2025;12.879
08126 Montgat;Total;2024;12.625
08126 Montgat;Total;2023;12.462
08126 Montgat;Total;2022;12.277
08126 Montgat;Total;2021;12.260
08126 Montgat;Total;2020;12.200
08126 Montgat;Total;2019;12.041
08126 Montgat;Total;2018;11.819
08126 Montgat;Total;2017;11.748
08126 Montgat;Total;2016;11.621
08132 Montmajor;Total;2025;473
08132 Montmajor;Total;2024;472
08132 Montmajor;Total;2023;482
08132 Montmajor;Total;2022;484
08132 Montmajor;Total;2021;472
08132 Montmajor;Total;2020;469
08132 Montmajor;Total;2019;464
08132 Montmajor;Total;2018;465
08132 Montmajor;Total;2017;459
08132 Montmajor;Total;2016;471
