Fecha,Provincia,Delitos,delitos_sum,poblacion_sum,tasa_100k
2018-09-30,Alicante,Trafico De Drogas,276.0,2549700,10.824802917990352
2018-09-30,Barcelona,Delitos Sexuales,494.0,4091812,12.072890934383103
2018-09-30,Barcelona,Homicidios,35.0,4091812,0.8553667666060905
2018-09-30,Barcelona,Hurtos,39752.0,4091812,971.501134460723
2018-09-30,Barcelona,Lesiones,2123.0,4091812,51.884104157277996
2018-09-30,Barcelona,Robos Con Fuerza,8414.0,4091812,205.63017069210412
2018-09-30,Barcelona,Robos Con Violencia,4883.0,4091812,119.33588346678685
2018-09-30,Barcelona,Secuestro,0.0,4091812,0.0
2018-09-30,Barcelona,Sustraccion De Vehiculos,1881.0,4091812,45.96985394245874
2018-09-30,Barcelona,Trafico De Drogas,290.0,4091812,7.08732463759332
2018-09-30,Castellón,Delitos Sexuales,5.0,31552,15.84685598377282
2018-09-30,Castellón,Homicidios,0.0,31552,0.0
2018-09-30,Castellón,Hurtos,109.0,31552,345.4614604462475
2018-09-30,Castellón,Lesiones,5.0,31552,15.84685598377282
2018-09-30,Castellón,Robos Con Fuerza,67.0,31552,212.3478701825558
2018-09-30,Castellón,Robos Con Violencia,4.0,31552,12.677484787018255
2018-09-30,Castellón,Secuestro,0.0,31552,0.0
2018-09-30,Castellón,Sustraccion De Vehiculos,2.0,31552,6.338742393509127
2018-09-30,Castellón,Trafico De Drogas,1.0,31552,3.1693711967545637
2018-09-30,Madrid,Delitos Sexuales,223.0,2540782,8.776825402572909
2018-09-30,Madrid,Homicidios,5.0,2540782,0.1967898072325764
2018-09-30,Madrid,Hurtos,7963.0,2540782,313.4074469986012
2018-09-30,Madrid,Lesiones,193.0,2540782,7.59608655917745
2018-09-30,Madrid,Robos Con Fuerza,2634.0,2540782,103.66887045012126
2018-09-30,Madrid,Robos Con Violencia,958.0,2540782,37.704927065761645
2018-09-30,Madrid,Secuestro,0.0,2540782,0.0
2018-09-30,Madrid,Sustraccion De Vehiculos,569.0,2540782,22.394680063067195
2018-09-30,Madrid,Trafico De Drogas,89.0,2540782,3.5028585687398603
2018-09-30,Valencia,Delitos Sexuales,261.0,3060720,8.527405316396141
2018-09-30,Valencia,Homicidios,16.0,3060720,0.522752816330798
2018-09-30,Valencia,Hurtos,12614.0,3060720,412.12525157479286
2018-09-30,Valencia,Lesiones,349.0,3060720,11.402545806215532
2018-09-30,Valencia,Robos Con Fuerza,3917.0,3060720,127.9764238479835
2018-09-30,Valencia,Robos Con Violencia,1022.0,3060720,33.390836143129725
2018-09-30,Valencia,Secuestro,1.0,3060720,0.03267205102067487
2018-09-30,Valencia,Sustraccion De Vehiculos,580.0,3060720,18.949789591991426
2018-09-30,Valencia,Trafico De Drogas,287.0,3060720,9.376878642933688
2018-12-31,Alicante,Delitos Sexuales,108.0,2549700,4.235792446170138
2018-12-31,Alicante,Homicidios,5.0,2549700,0.19610150213750638
2018-12-31,Alicante,Hurtos,4322.0,2549700,169.51013844766052
2018-12-31,Alicante,Lesiones,100.0,2549700,3.922030042750128
2018-12-31,Alicante,Robos Con Fuerza,1965.0,2549700,77.06789034004001
2018-12-31,Alicante,Robos Con Violencia,341.0,2549700,13.374122445777934
2018-12-31,Alicante,Secuestro,1.0,2549700,0.03922030042750127
2018-12-31,Alicante,Sustraccion De Vehiculos,280.0,2549700,10.981684119700358
2018-12-31,Alicante,Trafico De Drogas,111.0,2549700,4.353453347452642
2018-12-31,Barcelona,Delitos Sexuales,426.0,4091812,10.411035502119844
2018-12-31,Barcelona,Homicidios,30.0,4091812,0.7331715142337918
2018-12-31,Barcelona,Hurtos,37287.0,4091812,911.2588750411799
2018-12-31,Barcelona,Lesiones,1919.0,4091812,46.89853786048821
2018-12-31,Barcelona,Robos Con Fuerza,7197.0,4091812,175.88784626468666
2018-12-31,Barcelona,Robos Con Violencia,5486.0,4091812,134.07263090288606
2018-12-31,Barcelona,Secuestro,0.0,4091812,0.0
2018-12-31,Barcelona,Sustraccion De Vehiculos,1997.0,4091812,48.80478379749607
2018-12-31,Barcelona,Trafico De Drogas,309.0,4091812,7.551666596608055
2018-12-31,Castellón,Delitos Sexuales,2.0,31552,6.338742393509127
2018-12-31,Castellón,Homicidios,0.0,31552,0.0
2018-12-31,Castellón,Hurtos,48.0,31552,152.12981744421907
2018-12-31,Castellón,Lesiones,3.0,31552,9.508113590263692
2018-12-31,Castellón,Robos Con Fuerza,35.0,31552,110.92799188640973
2018-12-31,Castellón,Robos Con Violencia,3.0,31552,9.508113590263692
2018-12-31,Castellón,Secuestro,0.0,31552,0.0
2018-12-31,Castellón,Sustraccion De Vehiculos,1.0,31552,3.1693711967545637
2018-12-31,Castellón,Trafico De Drogas,0.0,31552,0.0
2018-12-31,Madrid,Delitos Sexuales,180.0,2540782,7.084433060372752
2018-12-31,Madrid,Homicidios,11.0,2540782,0.43293757591166815
2018-12-31,Madrid,Hurtos,8990.0,2540782,353.8280734041724
2018-12-31,Madrid,Lesiones,178.0,2540782,7.005717137479721
2018-12-31,Madrid,Robos Con Fuerza,2874.0,2540782,113.11478119728493
2018-12-31,Madrid,Robos Con Violencia,1001.0,2540782,39.397319407961795
2018-12-31,Madrid,Secuestro,3.0,2540782,0.11807388433954584
2018-12-31,Madrid,Sustraccion De Vehiculos,722.0,2540782,28.416448164384036
2018-12-31,Madrid,Trafico De Drogas,66.0,2540782,2.597625455470009
2018-12-31,Valencia,Delitos Sexuales,114.0,3060720,3.724613816356935
2018-12-31,Valencia,Homicidios,7.0,3060720,0.22870435714472412
2018-12-31,Valencia,Hurtos,5998.0,3060720,195.96696202200792
2018-12-31,Valencia,Lesiones,143.0,3060720,4.672103295956507
2018-12-31,Valencia,Robos Con Fuerza,1766.0,3060720,57.698842102511826
2018-12-31,Valencia,Robos Con Violencia,499.0,3060720,16.303353459316764
2018-12-31,Valencia,Secuestro,2.0,3060720,0.06534410204134974
2018-12-31,Valencia,Sustraccion De Vehiculos,379.0,3060720,12.382707336835777
2018-12-31,Valencia,Trafico De Drogas,128.0,3060720,4.182022530646384
2019-03-31,Alicante,Delitos Sexuales,95.0,2574996,3.689326119341545
2019-03-31,Alicante,Homicidios,4.0,2574996,0.1553400471301703
2019-03-31,Alicante,Hurtos,3890.0,2574996,151.06819583409063
2019-03-31,Alicante,Lesiones,107.0,2574996,4.155346260732055
2019-03-31,Alicante,Robos Con Fuerza,2050.0,2574996,79.61177415421228
2019-03-31,Alicante,Robos Con Violencia,253.0,2574996,9.82525798098327
2019-03-31,Alicante,Secuestro,0.0,2574996,0.0
2019-03-31,Alicante,Sustraccion De Vehiculos,258.0,2574996,10.019433039895985
2019-03-31,Alicante,Trafico De Drogas,126.0,2574996,4.893211484600364
2019-03-31,Barcelona,Delitos Sexuales,520.0,4131654,12.585758633225339
2019-03-31,Barcelona,Homicidios,38.0,4131654,0.9197285155049286
2019-03-31,Barcelona,Hurtos,36451.0,4131654,882.2374768071091
2019-03-31,Barcelona,Lesiones,1839.0,4131654,44.51001947404115
2019-03-31,Barcelona,Robos Con Fuerza,6981.0,4131654,168.96380965105016
2019-03-31,Barcelona,Robos Con Violencia,5323.0,4131654,128.83460231665092
2019-03-31,Barcelona,Secuestro,0.0,4131654,0.0
2019-03-31,Barcelona,Sustraccion De Vehiculos,1946.0,4131654,47.09978134664713
2019-03-31,Barcelona,Trafico De Drogas,327.0,4131654,7.91450590973978
2019-03-31,Castellón,Delitos Sexuales,0.0,31660,0.0
2019-03-31,Castellón,Homicidios,0.0,31660,0.0
2019-03-31,Castellón,Hurtos,44.0,31660,138.97662665824384
2019-03-31,Castellón,Lesiones,5.0,31660,15.792798483891344
2019-03-31,Castellón,Robos Con Fuerza,40.0,31660,126.34238787113075
2019-03-31,Castellón,Robos Con Violencia,2.0,31660,6.317119393556538
2019-03-31,Castellón,Secuestro,0.0,31660,0.0
2019-03-31,Castellón,Sustraccion De Vehiculos,0.0,31660,0.0
2019-03-31,Castellón,Trafico De Drogas,1.0,31660,3.158559696778269
2019-03-31,Madrid,Delitos Sexuales,204.0,2598769,7.849870457897565
2019-03-31,Madrid,Homicidios,9.0,2598769,0.34631781431901026
2019-03-31,Madrid,Hurtos,8657.0,2598769,333.1192576177413
2019-03-31,Madrid,Lesiones,179.0,2598769,6.887876529233648
2019-03-31,Madrid,Robos Con Fuerza,2518.0,2598769,96.89202849502976
2019-03-31,Madrid,Robos Con Violencia,837.0,2598769,32.20755673166796
2019-03-31,Madrid,Secuestro,1.0,2598769,0.0384797571465567
2019-03-31,Madrid,Sustraccion De Vehiculos,749.0,2598769,28.821338102770966
2019-03-31,Madrid,Trafico De Drogas,90.0,2598769,3.4631781431901025
2019-03-31,Valencia,Delitos Sexuales,133.0,3082426,4.314783225939569
2019-03-31,Valencia,Homicidios,19.0,3082426,0.6163976037056526
2019-03-31,Valencia,Hurtos,6843.0,3082426,222.00046327146214
2019-03-31,Valencia,Lesiones,149.0,3082426,4.833854892218013
2019-03-31,Valencia,Robos Con Fuerza,1739.0,3082426,56.41660172863842
2019-03-31,Valencia,Robos Con Violencia,607.0,3082426,19.69228133943848
2019-03-31,Valencia,Secuestro,1.0,3082426,0.032441979142402766
2019-03-31,Valencia,Sustraccion De Vehiculos,288.0,3082426,9.343289993011998
2019-03-31,Valencia,Trafico De Drogas,110.0,3082426,3.5686177056643045
2019-06-30,Barcelona,Delitos Sexuales,484.0,4131654,11.714436881694352
2019-06-30,Barcelona,Homicidios,34.0,4131654,0.8229149875570414
2019-06-30,Barcelona,Hurtos,39363.0,4131654,952.7177251531712
2019-06-30,Barcelona,Lesiones,2038.0,4131654,49.32649248944853
2019-06-30,Barcelona,Robos Con Fuerza,6223.0,4131654,150.61764610492554
2019-06-30,Barcelona,Robos Con Violencia,5342.0,4131654,129.29446657440337
2019-06-30,Barcelona,Secuestro,0.0,4131654,0.0
2019-06-30,Barcelona,Sustraccion De Vehiculos,1894.0,4131654,45.84120548332459
2019-06-30,Barcelona,Trafico De Drogas,318.0,4131654,7.696675471857033
2019-06-30,Madrid,Delitos Sexuales,201.0,2598769,7.734431186457896
2019-06-30,Madrid,Homicidios,13.0,2598769,0.5002368429052371
2019-06-30,Madrid,Hurtos,9011.0,2598769,346.7410916476224
2019-06-30,Madrid,Lesiones,175.0,2598769,6.733957500647422
2019-06-30,Madrid,Robos Con Fuerza,2234.0,2598769,85.96377746540766
2019-06-30,Madrid,Robos Con Violencia,1002.0,2598769,38.55671666084981
2019-06-30,Madrid,Secuestro,1.0,2598769,0.0384797571465567
2019-06-30,Madrid,Sustraccion De Vehiculos,614.0,2598769,23.626570887985814
2019-06-30,Madrid,Trafico De Drogas,118.0,2598769,4.5406113432936905
2019-09-30,Alicante,Delitos Sexuales,271.0,2574996,10.524288193069038
2019-09-30,Alicante,Homicidios,18.0,2574996,0.6990302120857663
2019-09-30,Alicante,Hurtos,10132.0,2574996,393.47633938072136
2019-09-30,Alicante,Lesiones,293.0,2574996,11.378658452284974
2019-09-30,Alicante,Robos Con Fuerza,3263.0,2574996,126.71864344643642
2019-09-30,Alicante,Robos Con Violencia,613.0,2574996,23.805862222698597
2019-09-30,Alicante,Secuestro,0.0,2574996,0.0
2019-09-30,Alicante,Sustraccion De Vehiculos,515.0,2574996,20.000031068009427
2019-09-30,Alicante,Trafico De Drogas,303.0,2574996,11.7670085701104
2019-09-30,Barcelona,Delitos Sexuales,566.0,4131654,13.69911420462604
2019-09-30,Barcelona,Homicidios,51.0,4131654,1.2343724813355619
2019-09-30,Barcelona,Hurtos,38784.0,4131654,938.7039669827145
2019-09-30,Barcelona,Lesiones,2063.0,4131654,49.93157703912283
2019-09-30,Barcelona,Robos Con Fuerza,8181.0,4131654,198.00786803541632
2019-09-30,Barcelona,Robos Con Violencia,5830.0,4131654,141.1057169840456
2019-09-30,Barcelona,Secuestro,0.0,4131654,0.0
2019-09-30,Barcelona,Sustraccion De Vehiculos,1691.0,4131654,40.927918939969324
2019-09-30,Barcelona,Trafico De Drogas,289.0,4131654,6.994777394234851
2019-09-30,Castellón,Delitos Sexuales,3.0,31660,9.475679090334808
2019-09-30,Castellón,Homicidios,0.0,31660,0.0
2019-09-30,Castellón,Hurtos,83.0,31660,262.1604548325963
2019-09-30,Castellón,Lesiones,10.0,31660,31.58559696778269
2019-09-30,Castellón,Robos Con Fuerza,65.0,31660,205.3063802905875
2019-09-30,Castellón,Robos Con Violencia,5.0,31660,15.792798483891344
2019-09-30,Castellón,Secuestro,0.0,31660,0.0
2019-09-30,Castellón,Sustraccion De Vehiculos,1.0,31660,3.158559696778269
2019-09-30,Castellón,Trafico De Drogas,5.0,31660,15.792798483891344
2019-09-30,Madrid,Delitos Sexuales,220.0,2598769,8.465546572242474
2019-09-30,Madrid,Homicidios,5.0,2598769,0.1923987857327835
2019-09-30,Madrid,Hurtos,8294.0,2598769,319.15110577354125
2019-09-30,Madrid,Lesiones,181.0,2598769,6.964836043526762
2019-09-30,Madrid,Robos Con Fuerza,2424.0,2598769,93.27493132325343
2019-09-30,Madrid,Robos Con Violencia,1042.0,2598769,40.09590694671208
2019-09-30,Madrid,Secuestro,3.0,2598769,0.11543927143967009
2019-09-30,Madrid,Sustraccion De Vehiculos,597.0,2598769,22.972415016494345
2019-09-30,Madrid,Trafico De Drogas,114.0,2598769,4.386692314707464
2019-09-30,Valencia,Delitos Sexuales,304.0,3082426,9.86236165929044
2019-09-30,Valencia,Homicidios,24.0,3082426,0.7786074994176665
2019-09-30,Valencia,Hurtos,11969.0,3082426,388.29804835541876
2019-09-30,Valencia,Lesiones,366.0,3082426,11.873764366119413
2019-09-30,Valencia,Robos Con Fuerza,3314.0,3082426,107.5127188779228
2019-09-30,Valencia,Robos Con Violencia,1028.0,3082426,33.350354558390045
2019-09-30,Valencia,Secuestro,1.0,3082426,0.032441979142402766
2019-09-30,Valencia,Sustraccion De Vehiculos,607.0,3082426,19.69228133943848
2019-09-30,Valencia,Trafico De Drogas,271.0,3082426,8.791776347591151
2019-12-31,Alicante,Delitos Sexuales,113.0,2574996,4.388356331427311
2019-12-31,Alicante,Homicidios,5.0,2574996,0.19417505891271286
2019-12-31,Alicante,Hurtos,4235.0,2574996,164.46627489906783
2019-12-31,Alicante,Lesiones,126.0,2574996,4.893211484600364
2019-12-31,Alicante,Robos Con Fuerza,1681.0,2574996,65.28165480645407
2019-12-31,Alicante,Robos Con Violencia,344.0,2574996,13.359244053194645
2019-12-31,Alicante,Secuestro,0.0,2574996,0.0
2019-12-31,Alicante,Sustraccion De Vehiculos,240.0,2574996,9.320402827810218
2019-12-31,Alicante,Trafico De Drogas,131.0,2574996,5.087386543513077
2019-12-31,Barcelona,Delitos Sexuales,545.0,4131654,13.190843182899634
2019-12-31,Barcelona,Homicidios,38.0,4131654,0.9197285155049286
2019-12-31,Barcelona,Hurtos,34705.0,4131654,839.9783718578564
2019-12-31,Barcelona,Lesiones,2093.0,4131654,50.65767849873198
2019-12-31,Barcelona,Robos Con Fuerza,7108.0,4131654,172.03763916339557
2019-12-31,Barcelona,Robos Con Violencia,6022.0,4131654,145.7527663255442
2019-12-31,Barcelona,Secuestro,0.0,4131654,0.0
2019-12-31,Barcelona,Sustraccion De Vehiculos,2011.0,4131654,48.6730011758003
2019-12-31,Barcelona,Trafico De Drogas,319.0,4131654,7.720878853844005
2019-12-31,Castellón,Delitos Sexuales,3.0,31660,9.475679090334808
2019-12-31,Castellón,Homicidios,1.0,31660,3.158559696778269
2019-12-31,Castellón,Hurtos,45.0,31660,142.1351863550221
2019-12-31,Castellón,Lesiones,4.0,31660,12.634238787113077
2019-12-31,Castellón,Robos Con Fuerza,44.0,31660,138.97662665824384
2019-12-31,Castellón,Robos Con Violencia,1.0,31660,3.158559696778269
2019-12-31,Castellón,Secuestro,0.0,31660,0.0
2019-12-31,Castellón,Sustraccion De Vehiculos,1.0,31660,3.158559696778269
2019-12-31,Castellón,Trafico De Drogas,0.0,31660,0.0
2019-12-31,Madrid,Delitos Sexuales,197.0,2598769,7.580512157871669
2019-12-31,Madrid,Homicidios,11.0,2598769,0.4232773286121237
2019-12-31,Madrid,Hurtos,9535.0,2598769,366.9044843924181
2019-12-31,Madrid,Lesiones,165.0,2598769,6.349159929181855
2019-12-31,Madrid,Robos Con Fuerza,2767.0,2598769,106.47348802452238
2019-12-31,Madrid,Robos Con Violencia,1072.0,2598769,41.25029966110878
2019-12-31,Madrid,Secuestro,0.0,2598769,0.0
2019-12-31,Madrid,Sustraccion De Vehiculos,633.0,2598769,24.357686273770387
2019-12-31,Madrid,Trafico De Drogas,100.0,2598769,3.8479757146556697
2019-12-31,Valencia,Delitos Sexuales,140.0,3082426,4.541877079936388
2019-12-31,Valencia,Homicidios,15.0,3082426,0.48662968713604154
2019-12-31,Valencia,Hurtos,5820.0,3082426,188.81231860878412
2019-12-31,Valencia,Lesiones,163.0,3082426,5.288042600211651
2019-12-31,Valencia,Robos Con Fuerza,1642.0,3082426,53.269729751825345
2019-12-31,Valencia,Robos Con Violencia,575.0,3082426,18.654138006881595
2019-12-31,Valencia,Secuestro,0.0,3082426,0.0
2019-12-31,Valencia,Sustraccion De Vehiculos,283.0,3082426,9.181080097299985
2019-12-31,Valencia,Trafico De Drogas,113.0,3082426,3.6659436430915133
2020-03-31,Alicante,Delitos Sexuales,87.0,2604968,3.339772311982335
2020-03-31,Alicante,Homicidios,5.0,2604968,0.19194093747024915
2020-03-31,Alicante,Hurtos,3117.0,2604968,119.65598041895332
2020-03-31,Alicante,Lesiones,101.0,2604968,3.877206936899033
2020-03-31,Alicante,Robos Con Fuerza,1616.0,2604968,62.03531099038453
2020-03-31,Alicante,Robos Con Violencia,223.0,2604968,8.560565811173111
2020-03-31,Alicante,Secuestro,0.0,2604968,0.0
2020-03-31,Alicante,Sustraccion De Vehiculos,199.0,2604968,7.639249311315917
2020-03-31,Alicante,Trafico De Drogas,150.0,2604968,5.758228124107474
2020-03-31,Barcelona,Delitos Sexuales,504.0,4191220,12.025138265230648
2020-03-31,Barcelona,Homicidios,31.0,4191220,0.7396414409169645
2020-03-31,Barcelona,Hurtos,28020.0,4191220,668.5404249836563
2020-03-31,Barcelona,Lesiones,1517.0,4191220,36.19471180229146
2020-03-31,Barcelona,Robos Con Fuerza,11073.0,4191220,264.1951508152757
2020-03-31,Barcelona,Robos Con Violencia,5235.0,4191220,124.9039659096874
2020-03-31,Barcelona,Secuestro,2.0,4191220,0.04771880263980416
2020-03-31,Barcelona,Sustraccion De Vehiculos,1372.0,4191220,32.73509861090566
2020-03-31,Barcelona,Trafico De Drogas,362.0,4191220,8.637103277804552
2020-03-31,Castellón,Delitos Sexuales,4.0,31681,12.62586408257315
2020-03-31,Castellón,Homicidios,0.0,31681,0.0
2020-03-31,Castellón,Hurtos,53.0,31681,167.29269909409425
2020-03-31,Castellón,Lesiones,4.0,31681,12.62586408257315
2020-03-31,Castellón,Robos Con Fuerza,25.0,31681,78.91165051608219
2020-03-31,Castellón,Robos Con Violencia,2.0,31681,6.312932041286575
2020-03-31,Castellón,Secuestro,0.0,31681,0.0
2020-03-31,Castellón,Sustraccion De Vehiculos,0.0,31681,0.0
2020-03-31,Castellón,Trafico De Drogas,0.0,31681,0.0
2020-03-31,Madrid,Delitos Sexuales,175.0,2630815,6.651931055585437
2020-03-31,Madrid,Homicidios,14.0,2630815,0.5321544844468349
2020-03-31,Madrid,Hurtos,7738.0,2630815,294.1293857606863
2020-03-31,Madrid,Lesiones,177.0,2630815,6.727953124792127
2020-03-31,Madrid,Robos Con Fuerza,1928.0,2630815,73.28527471524984
2020-03-31,Madrid,Robos Con Violencia,766.0,2630815,29.11645250616254
2020-03-31,Madrid,Secuestro,1.0,2630815,0.03801103460334535
2020-03-31,Madrid,Sustraccion De Vehiculos,581.0,2630815,22.084411104543648
2020-03-31,Madrid,Trafico De Drogas,114.0,2630815,4.33325794478137
2020-03-31,Valencia,Delitos Sexuales,110.0,3116938,3.5291045250178223
2020-03-31,Valencia,Homicidios,6.0,3116938,0.19249661045551755
2020-03-31,Valencia,Hurtos,4922.0,3116938,157.9113861103429
2020-03-31,Valencia,Lesiones,153.0,3116938,4.908663566615698
2020-03-31,Valencia,Robos Con Fuerza,1371.0,3116938,43.98547548908576
2020-03-31,Valencia,Robos Con Violencia,473.0,3116938,15.175149457576634
2020-03-31,Valencia,Secuestro,1.0,3116938,0.03208276840925293
2020-03-31,Valencia,Sustraccion De Vehiculos,233.0,3116938,7.475285039355931
2020-03-31,Valencia,Trafico De Drogas,125.0,3116938,4.010346051156616
2020-06-30,Alicante,Delitos Sexuales,87.0,2604968,3.339772311982335
2020-06-30,Alicante,Homicidios,4.0,2604968,0.15355274997619933
2020-06-30,Alicante,Hurtos,1178.0,2604968,45.221284867990704
2020-06-30,Alicante,Lesiones,83.0,2604968,3.186219562006136
2020-06-30,Alicante,Robos Con Fuerza,789.0,2604968,30.288279932805317
2020-06-30,Alicante,Robos Con Violencia,125.0,2604968,4.798523436756229
2020-06-30,Alicante,Secuestro,1.0,2604968,0.03838818749404983
2020-06-30,Alicante,Sustraccion De Vehiculos,123.0,2604968,4.721747061768129
2020-06-30,Alicante,Trafico De Drogas,156.0,2604968,5.988557249071773
2020-06-30,Barcelona,Delitos Sexuales,352.0,4191220,8.398509264605533
2020-06-30,Barcelona,Homicidios,32.0,4191220,0.7635008422368665
2020-06-30,Barcelona,Hurtos,8799.0,4191220,209.9388722138184
2020-06-30,Barcelona,Lesiones,1149.0,4191220,27.41445211656749
2020-06-30,Barcelona,Robos Con Fuerza,9.0,4191220,0.21473461187911871
2020-06-30,Barcelona,Robos Con Violencia,2448.0,4191220,58.4078144311203
2020-06-30,Barcelona,Secuestro,1.0,4191220,0.02385940131990208
2020-06-30,Barcelona,Sustraccion De Vehiculos,602.0,4191220,14.363359594581052
2020-06-30,Barcelona,Trafico De Drogas,522.0,4191220,12.454607488988888
2020-06-30,Castellón,Delitos Sexuales,1.0,31681,3.1564660206432875
2020-06-30,Castellón,Homicidios,0.0,31681,0.0
2020-06-30,Castellón,Hurtos,9.0,31681,28.408194185789593
2020-06-30,Castellón,Lesiones,1.0,31681,3.1564660206432875
2020-06-30,Castellón,Robos Con Fuerza,15.0,31681,47.346990309649314
2020-06-30,Castellón,Robos Con Violencia,2.0,31681,6.312932041286575
2020-06-30,Castellón,Secuestro,0.0,31681,0.0
2020-06-30,Castellón,Sustraccion De Vehiculos,1.0,31681,3.1564660206432875
2020-06-30,Castellón,Trafico De Drogas,0.0,31681,0.0
